,Grade,Video Uploads,Subscribers,Video views
3494,B+ ,9,170527,2389102
3495,B+ ,2882,1631990,680220641
3496,B+ ,1242,1035173,554349603
3497,B+ ,235,612331,334880027
3498,B+ ,1878,2825565,936741316
3499,B+ ,1178,354064,140833269
3500,B+ ,1731,2122591,1109772014
3501,B+ ,343,1118839,351070091
3502,B+ ,82,1667352,1227748536
3504,B+ ,6616,522006,446978736
3505,B+ ,985,757331,264601680
3506,B+ ,59,1037033,433571976
3507,B+ ,17,1840750,1087932655
3508,B+ ,3202,1701648,1520026065
3509,B+ ,230,76560,238062562
3511,B+ ,263,1135733,510019605
3512,B+ ,503,1403007,668053460
3513,B+ ,69,43047,15636992
3514,B+ ,224,221011,53646851
3515,B+ ,422,1045065,430774879
3516,B+ ,232,437,70635195
3517,B+ ,439,3853994,316282353
3518,B+ ,2532,1205574,921679569
3520,B+ ,87,1134402,632656141
3521,B+ ,79,892176,197513308
3522,B+ ,74,231820,113605217
3523,B+ ,111,1262767,271601194
3524,B+ ,604,52103,445102680
3525,B+ ,114,175530,64241052
3526,B+ ,53,292793,68490028
3527,B+ ,452,493601,205254489
3528,B+ ,166,705535,94222742
3529,B+ ,270,1818234,904453638
3530,B+ ,233,587250,187791119
3531,B+ ,1407,1280303,936837034
3532,B+ ,153,3762349,371929907
3533,B+ ,401,2997125,225862879
3534,B+ ,255,8815222,1623620510
3535,B+ ,2479,1147350,979289674
3536,B+ ,30462,1473719,478359015
3537,B+ ,184,294700,70028535
3539,B+ ,1350,1503345,470344852
3540,B+ ,43,947836,107016235
3541,B+ ,23803,636838,387136024
3542,B+ ,679,1404709,372076355
3543,B+ ,23271,1369341,1411862764
3544,B+ ,591,1074203,395804357
3545,B+ ,1621,500243,526033186
3546,B+ ,3957,383851,416098003
3547,B+ ,427,887848,231376274
3548,B+ ,1016,1489007,436673712
3549,B+ ,8,207821,55570817
3550,B+ ,6857,988900,656688639
3551,B+ ,61,603379,66208948
3552,B+ ,8,53344,32516577
3553,B+ ,20,1747350,29879318
3554,B+ ,782,113481,56289825
3555,B+ ,107,5341911,1174265759
3556,B+ ,108,2067336,214092396
3557,B+ ,625,410188,212537454
3558,B+ ,178,6738228,392639614
3559,B+ ,2309,2101133,573097268
3560,B+ ,94,1594182,1110612925
3561,B+ ,5499,1810829,1708691555
3562,B+ ,2042,229717,308125434
3563,B+ ,741,2028586,738093897
3564,B+ ,6918,968517,572585918
3565,B+ ,44,663854,116846605
3566,B+ ,219,762588,166817706
3567,B+ ,7,473528,17969589
3568,B+ ,767,1544559,356367366
3569,B+ ,1057,491820,379720130
3570,B+ ,160,1563934,375326480
3571,B+ ,99,467624,138576465
3572,B+ ,513,229003,86530831
3573,B+ ,71,780193,262059016
3574,B+ ,322,2596087,1029471065
3575,B+ ,3389,9049638,6797814265
3576,B+ ,3490,1748708,1215129303
3577,B+ ,755,21381,22917371
3578,B+ ,402,118261,35593726
3579,B+ ,456,1351096,335549979
3580,B+ ,898,1827356,662371924
3581,B+ ,7049,80951,32056979
3582,B+ ,254,615775,223177995
3583,B+ ,943,688317,578879536
3584,B+ ,174,521054,119653177
3586,B+ ,2074,1108648,453059005
3587,B+ ,165,391925,259545054
3588,B+ ,460,536075,90615070
3589,B+ ,1545,1412072,855586907
3591,B+ ,358,734138,346994029
3592,B+ ,1227,341070,242348999
3593,B+ ,323,8222099,2095247380
3594,B+ ,3152,161509,46891096
3595,B+ ,73,703468,877470114
3597,B+ ,2138,575485,244682036
3598,B+ ,364,965704,760469017
3599,B+ ,23,27041,12495366
3600,B+ ,1643,2212458,944424978
3601,B+ ,887,1966012,266689051
3602,B+ ,87,4861718,874279486
3603,B+ ,523,2045790,553295086
3604,B+ ,288,994784,116838639
3605,B+ ,101,469236,183876305
3606,B+ ,297,1732269,772831684
3608,B+ ,2595,4349549,1793781062
3609,B+ ,29,2454297,1448952009
3610,B+ ,109,2050678,194521509
3611,B+ ,4519,791557,756445482
3612,B+ ,93,53728,17218717
3613,B+ ,1175,1373468,1161766584
3614,B+ ,537,1055525,248454662
3615,B+ ,282,526730,200387208
3616,B+ ,4460,1860624,1883403600
3617,B+ ,459,1614629,475691884
3618,B+ ,458,3914631,852221381
3619,B+ ,23,1557947,21341226
3620,B+ ,548,188556,154631830
3621,B+ ,318,487541,337534207
3622,B+ ,89,26421,12525590
3623,B+ ,215,401930,369078587
3624,B+ ,252,1195462,285109045
3625,B+ ,1140,7151210,1130215439
3626,B+ ,9234,3145105,2643817111
3627,B+ ,315,2394226,217332099
3628,B+ ,124,354484,82936603
3629,B+ ,250,400918,255394371
3630,B+ ,20,340074,66774268
3631,B+ ,1287,2022027,925825463
3632,B+ ,15,221201,72056668
3633,B+ ,2207,1061070,676892512
3634,B+ ,222,298662,103083101
3635,B+ ,514,2628950,1792125407
3636,B+ ,2319,1326059,1560314775
3637,B+ ,244,4019742,1061464886
3638,B+ ,391,756464,280410291
3639,B+ ,55,5711589,306782474
3640,B+ ,433,529377,205436832
3641,B+ ,43,1558360,638752709
3642,B+ ,279,2495879,507331684
3643,B+ ,850,375865,172766954
3645,B+ ,106,26436,48218296
3647,B+ ,162,3855259,1640483937
3648,B+ ,15421,1031671,650050992
3649,B+ ,367,496555,208452373
3650,B+ ,129,681137,248203881
3652,B+ ,275,3692822,590524907
3653,B+ ,21779,753839,485473773
3654,B+ ,1934,1776050,570044589
3655,B+ ,1458,2101082,1315415846
3656,B+ ,727,5800756,1271323070
3657,B+ ,835,2468060,1410742138
3658,B+ ,13,808272,495598870
3659,B+ ,1277,1475702,587712826
3660,B+ ,187,2771003,577046952
3661,B+ ,8205,1004597,631553958
3662,B+ ,44,482662,92035667
3663,B+ ,2799,581571,576615822
3664,B+ ,1143,2613615,2024252615
3665,B+ ,106,418259,125047041
3666,B+ ,15,769897,368018386
3667,B+ ,69,1135790,789681010
3668,B+ ,1525,1376950,428385626
3669,B+ ,350,1181011,960261296
3670,B+ ,399,1536889,205694799
3671,B+ ,1986,918361,999854009
3672,B+ ,1528,730649,141757187
3673,B+ ,2111,2994794,796455403
3674,B+ ,557,4188011,1353110340
3675,B+ ,453,175903,27173751
3676,B+ ,27,78138,23406948
3677,B+ ,559,438181,126228581
3678,B+ ,540,305071,134485966
3679,B+ ,2053,1179835,902037520
3680,B+ ,95,1487026,168857409
3681,B+ ,353,3786406,739363543
3682,B+ ,674,4428230,763813675
3683,B+ ,559,963188,496148463
3684,B+ ,1043,6748995,1009519662
3686,B+ ,343,5091862,1096660691
3687,B+ ,421,637700,242144187
3688,B+ ,1057,1386074,381825793
3689,B+ ,205,591391,701694656
3691,B+ ,43,864657,239982316
3692,B+ ,547,8416339,956871585
3693,B+ ,237,523304,149912566
3694,B+ ,108,146573,17003027
3695,B+ ,775,1965641,2817658098
3696,B+ ,3,15170,12197882
3697,B+ ,9289,1436703,958692795
3698,B+ ,48,425592,147577595
3699,B+ ,936,565893,727177849
3700,B+ ,267,94969,90127169
3701,B+ ,183,24660,18865799
3702,B+ ,347,722621,389283363
3703,B+ ,702,461053,168925080
3704,B+ ,136,746208,57023726
3705,B+ ,109,1993049,262451402
3706,B+ ,10682,799107,1297606499
3707,B+ ,490,199850,86569153
3709,B+ ,3406,1866758,570744644
3710,B+ ,1252,231081,81462186
3711,B+ ,21,2096618,32319014
3712,B+ ,297,606482,535848820
3714,B+ ,268,476506,102765824
3715,B+ ,4341,763853,254167857
3716,B+ ,749,380775,125223216
3717,B+ ,270,4940722,454550846
3718,B+ ,146,1707223,1504489689
3719,B+ ,233,2918844,674483531
3720,B+ ,1715,3140739,684806728
3721,B+ ,43,341333,551762381
3722,B+ ,285,4246526,1553958541
3723,B+ ,1040,1970131,388533660
3724,B+ ,141,530790,243746823
3725,B+ ,620,7923859,832743763
3726,B+ ,656,818812,306248350
3727,B+ ,209,409159,52608716
3728,B+ ,1356,1280955,802521543
3729,B+ ,4146,395405,77709914
3730,B+ ,17147,799114,549070939
3731,B+ ,190,1539153,258441486
3732,B+ ,122,618269,153329786
3733,B+ ,5097,749064,280393985
3734,B+ ,831,618257,204810673
3736,B+ ,140,151351,53617945
3738,B+ ,282,234684,206940474
3739,B+ ,42,481200,169159365
3740,B+ ,273,995868,971514836
3741,B+ ,91,4375,29267831
3742,B+ ,9365,803458,573566430
3743,B+ ,85,173423,23154781
3744,B+ ,1292,935665,665594523
3745,B+ ,360,764847,189807616
3746,B+ ,416,245275,150724093
3747,B+ ,10,27481,19668412
3748,B+ ,1188,294018,313807716
3749,B+ ,199,1093724,346752032
3750,B+ ,23,1453142,344924291
3751,B+ ,36,798111,120264850
3752,B+ ,3165,1273526,600671254
3754,B+ ,869,744111,562268980
3755,B+ ,26,1082177,104930643
3756,B+ ,1038,4773715,533688490
3757,B+ ,777,933673,413321087
3758,B+ ,42,192558,79743137
3759,B+ ,384,1225284,175682760
3760,B+ ,1186,723745,588390299
3761,B+ ,9380,1060479,937050101
3762,B+ ,33,1243310,151797753
3763,B+ ,381,2604920,1095017839
3764,B+ ,1776,2211977,336863679
3765,B+ ,1597,1033192,513673789
3766,B+ ,146,2550347,1632966069
3769,B+ ,2111,2687091,2417401640
3770,B+ ,156,13257,13156767
3771,B+ ,326,4830997,795157390
3772,B+ ,451,10626995,2729259139
3773,B+ ,235,23490,88463849
3774,B+ ,181,4558586,563264782
3775,B+ ,79,243010,83760431
3776,B+ ,141,1017472,275032486
3777,B+ ,958,1247758,760563575
3778,B+ ,164,2081622,182495868
3779,B+ ,1678,1373658,603185826
3780,B+ ,46,6076,13207637
3781,B+ ,26,46474,13632164
3782,B+ ,188,575049,316864988
3783,B+ ,109,1494858,387192288
3784,B+ ,2186,1296644,608891108
3785,B+ ,245,1418840,392970629
3787,B+ ,43,594124,474427697
3788,B+ ,27,1971486,579289079
3789,B+ ,27,854694,629397446
3790,B+ ,95,446420,134409063
3791,B+ ,16,473198,57140979
3792,B+ ,303,41302,22472398
3793,B+ ,600,130274,59553499
3794,B+ ,50,413251,121314415
3795,B+ ,770,1642881,488545645
3797,B+ ,432,1342392,104679054
3798,B+ ,174,328311,83413817
3799,B+ ,550,357527,134820284
3800,B+ ,1133,1200999,543751319
3802,B+ ,163,6015409,755171870
3803,B+ ,119,11707,88737352
3804,B+ ,969,508445,154180128
3805,B+ ,428,2470664,1052923658
3806,B+ ,107,1352160,330823591
3807,B+ ,5048,8164363,2141085807
3808,B+ ,757,1266771,398123432
3809,B+ ,102248,2576870,1040959771
3810,B+ ,9413,1263252,1277316547
3811,B+ ,775,1267626,434054176
3812,B+ ,12317,247894,108877614
3813,B+ ,108,1056829,693699923
3814,B+ ,123,588476,116538639
3815,B+ ,55,941800,265033157
3816,B+ ,165,368819,180365559
3817,B+ ,1631,721701,372803451
3818,B+ ,48,365843,76940144
3819,B+ ,154,1262401,79465685
3820,B+ ,63152,2165833,1810463915
3821,B+ ,42551,726952,503569347
3822,B+ ,901,395233,354194627
3823,B+ ,68,1558249,802740039
3824,B+ ,323,332143,45853422
3825,B+ ,614,9428159,1746689248
3826,B+ ,200,449013,153870481
3827,B+ ,338,1641424,518413348
3828,B+ ,115,522994,150599788
3829,B+ ,636,240168,109337326
3830,B+ ,143,312952,34714637
3831,B+ ,324,10163649,3163982431
3833,B+ ,12463,455867,691194578
3834,B+ ,642,702353,412559398
3835,B+ ,2347,791657,319899404
3836,B+ ,103,642414,144342115
3837,B+ ,2138,487006,147191378
3838,B+ ,2637,473878,264098913
3840,B+ ,98,1082166,153961461
3841,B+ ,36,1113790,202264215
3842,B+ ,160,1279681,81606924
3843,B+ ,25391,695605,193785582
3844,B+ ,236,353568,40191064
3845,B+ ,1002,519307,233217727
3846,B+ ,223,6350874,674266532
3847,B+ ,19,419005,66263041
3848,B+ ,107,3474642,640743870
3849,B+ ,343,685205,106313310
3850,B+ ,2177,1119645,706229128
3852,B+ ,1277,1259493,581670027
3853,B+ ,2325,780056,716354881
3854,B+ ,59,1471462,89357497
3856,B+ ,933,682054,719354191
3857,B+ ,371,1091673,273914286
3858,B+ ,48,169756,43261633
3859,B+ ,824,2239159,327745898
3860,B+ ,123,476020,619117819
3861,B+ ,1885,729007,381763315
3862,B+ ,138,987801,360991739
3863,B+ ,224,391773,89295064
3864,B+ ,72,6198,104743480
3865,B+ ,8130,290903,142423505
3866,B+ ,171,4101837,1642407870
3867,B+ ,394,740155,109448747
3868,B+ ,44,751042,89108274
3869,B+ ,156,855704,182844838
3870,B+ ,242,373115,74373943
3871,B+ ,374,1469235,560666573
3872,B+ ,86,49470,308014028
3873,B+ ,2034,3391100,741263478
3874,B+ ,876,619198,417467328
3875,B+ ,413,697047,138302888
3876,B+ ,1557,4450491,1188393617
3877,B+ ,523,2574879,644171986
3878,B+ ,1824,1177476,1514270332
3881,B+ ,337,1437578,465557948
3882,B+ ,105,63134,16749280
3883,B+ ,265,991974,260829865
3884,B+ ,740,51006,18436348
3885,B+ ,30,114328,77432866
3886,B+ ,4269,1210062,1076745217
3887,B+ ,289,175631,42401085
3888,B+ ,784,742898,247625877
3890,B+ ,429,491475,305010824
3891,B+ ,2110,1980673,476661060
3892,B+ ,2362,689312,372388492
3893,B+ ,463,2716281,588852722
3895,B+ ,397,463153,389731590
3896,B+ ,17,491316,380326582
3897,B+ ,5587,849947,128828052
3898,B+ ,39,3910570,1684471858
3899,B+ ,49,221097,30558562
3900,B+ ,230,734833,177745786
3901,B+ ,9,863108,70167437
3902,B+ ,422,64107,184246387
3903,B+ ,1710,2535169,685561379
3904,B+ ,33,1671222,669261590
3905,B+ ,108,887861,901920399
3906,B+ ,64,208686,79401543
3907,B+ ,98,800127,106156192
3908,B+ ,276,473630,114004244
3909,B+ ,2,95751,18810751
3910,B+ ,2795,1213783,373364659
3911,B+ ,443,1032721,246189757
3912,B+ ,20,2581431,26786657
3913,B+ ,2979,1429599,496632815
3914,B+ ,44,885787,52968840
3915,B+ ,199,29728,60687899
3916,B+ ,7850,1020720,707862862
3917,B+ ,213,557534,19780729
3918,B+ ,1273,449134,482703037
3919,B+ ,149,1080879,420067588
3920,B+ ,69,1035344,118511383
3921,B+ ,763,3335478,674668636
3923,B+ ,392,408053,171643019
3924,B+ ,159,7370710,1590992168
3925,B+ ,40,277982,13930285
3926,B+ ,21,2532858,778190656
3928,B+ ,30,6340164,3301774672
3930,B+ ,118,2384577,396902589
3931,B+ ,96,721465,287695764
3932,B+ ,234,627080,147816415
3933,B+ ,405,891689,304922144
3934,B+ ,323,1007491,286889302
3935,B+ ,1356,5156749,709509983
3936,B+ ,369,628029,396148265
3937,B+ ,867,1793493,932902294
3938,B+ ,781,225521,114162367
3939,B+ ,6126,1059325,698761414
3940,B+ ,300,3391242,321741792
3941,B+ ,1824,466422,145248223
3942,B+ ,193,847080,844715534
3943,B+ ,172,590064,192570398
3944,B+ ,72,683146,282458704
3945,B+ ,281,666561,142185243
3946,B+ ,655,1061638,516725129
3947,B+ ,24,533117,247418755
3948,B+ ,3303,865613,414449323
3949,B+ ,214,2653560,347737582
3950,B+ ,47,18221,15586286
3951,B+ ,1896,1146847,1032425167
3952,B+ ,2165,2698120,1003113187
3953,B+ ,747,71973,80197307
3954,B+ ,1091,2777201,607546446
3955,B+ ,303,1814313,241976092
3956,B+ ,135,542374,167824100
3957,B+ ,1239,827349,1046013275
3958,B+ ,2810,1563924,621868942
3959,B+ ,324,184761,47829027
3960,B+ ,114,3633048,940380417
3961,B+ ,147,320219,145059925
3962,B+ ,12971,169863,80693152
3964,B+ ,692,1140906,488392407
3965,B+ ,404,991205,133130285
3966,B+ ,196,2159259,660470630
3967,B+ ,1977,257364,278428354
3968,B+ ,2097,3159258,838431729
3969,B+ ,1184,151792,99308281
3970,B+ ,2505,7311568,2817187022
3971,B+ ,640,503051,115912927
3972,B+ ,13,226909,11530232
3973,B+ ,184,1260464,62288418
3974,B+ ,24,1688803,1772260029
3975,B+ ,410,1262971,410500384
3976,B+ ,1423,4542504,934534108
3977,B+ ,17,1588131,697000301
3978,B+ ,24,4106873,426106355
3979,B+ ,737,689436,375195420
3980,B+ ,72,395727,94754013
3981,B+ ,301,218959,157210268
3982,B+ ,146,3147549,366327711
3983,B+ ,236,593037,256113829
3984,B+ ,315,13347598,3141740625
3985,B+ ,155,666435,375651471
3986,B+ ,715,2018551,319814049
3987,B+ ,8347,1011926,388291198
3989,B+ ,245,450873,123229125
3990,B+ ,1558,248931,83606318
3991,B+ ,5990,375745,232583082
3992,B+ ,74,469791,107831254
3993,B+ ,2194,487566,207335942
3994,B+ ,104,287485,90781129
3995,B+ ,145,30642,34099760
3996,B+ ,617,1505808,364020491
3997,B+ ,21632,725125,329156443
3998,B+ ,754,65905,17567433
3999,B+ ,139,437751,123525051
4000,B+ ,380,1123446,457548584
4001,B+ ,4382,780849,859709305
4002,B+ ,262,190457,176147511
4006,B+ ,202,4960916,779990865
4007,B+ ,29,530118,236074307
4008,B+ ,488,1640768,327389017
4009,B+ ,50,2858,19860353
4010,B+ ,10,2827733,1468458121
4011,B+ ,619,402167,125652268
4012,B+ ,2722,2581332,712956070
4013,B+ ,2056,3245013,660160716
4014,B+ ,168,3142415,1194042846
4015,B+ ,58,1544245,752383426
4016,B+ ,1650,1962633,707649788
4017,B+ ,262,1121414,455386417
4018,B+ ,1020,891413,360666281
4019,B+ ,6,238588,65225035
4020,B+ ,365,896332,235833745
4021,B+ ,1271,7029564,1774433565
4022,B+ ,450,5333616,1435772090
4023,B+ ,571,1122511,615322797
4024,B+ ,275,1102036,282786868
4025,B+ ,263,1160807,254978798
4026,B+ ,878,1262374,488319998
4027,B+ ,4936,2444780,3341297010
4028,B+ ,2,101097,26755263
4030,B+ ,124,48771,20947675
4031,B+ ,27239,626748,427561578
4032,B+ ,522,1405685,575642246
4033,B+ ,882,2553357,501034423
4034,B+ ,463,24032,14698205
4035,B+ ,48,2120260,109240059
4036,B+ ,63,717479,209878500
4037,B+ ,135,737508,890051940
4038,B+ ,143,12370132,2002757441
4039,B+ ,56157,1287864,575358276
4040,B+ ,11,453813,54537381
4041,B+ ,219,411508,9402783
4042,B+ ,568,1543962,495469730
4043,B+ ,2710,871376,300725634
4044,B+ ,36,1459018,617761522
4045,B+ ,48,323991,69630640
4046,B+ ,2357,1470934,548583186
4047,B+ ,401,398894,329191509
4048,B+ ,802,2171341,362433746
4049,B+ ,450,1298793,778104014
4050,B+ ,12233,1628683,488265669
4052,B+ ,323,3674148,926590315
4053,B+ ,603,602676,477202954
4054,B+ ,312,5736011,779304513
4055,B+ ,613,887454,314834207
4056,B+ ,6684,925088,452558371
4057,B+ ,1889,541564,205772758
4058,B+ ,535,942651,214038332
4059,B+ ,1583,1657445,448824409
4061,B+ ,116,2407368,1432977501
4062,B+ ,2242,1337505,1121233211
4063,B+ ,3374,2537309,944778415
4064,B+ ,995,1317578,1298288901
4065,B+ ,2251,1036823,435733967
4066,B+ ,443,35947,57577839
4067,B+ ,136,430319,178553014
4068,B+ ,39,206322,38789755
4069,B+ ,857,520264,238683494
4070,B+ ,5,159061,53455482
4071,B+ ,370,238594,171133852
4072,B+ ,6254,772489,200894142
4073,B+ ,472,764293,194047692
4074,B+ ,1004,338298,590981966
4076,B+ ,355,453663,316051611
4078,B+ ,1304,1660839,665246987
4079,B+ ,320,2029399,476006982
4081,B+ ,379,477654,122096889
4082,B+ ,12,675233,706130316
4083,B+ ,8349,268270,214329966
4084,B+ ,1752,172876,400232163
4085,B+ ,55,3600010,1194441555
4086,B+ ,3286,347449,184100133
4087,B+ ,166,1269838,884920011
4088,B+ ,2096,1015309,707331455
4089,B+ ,188,1088821,416506023
4090,B+ ,314,583121,213194313
4091,B+ ,476,379672,182603564
4092,B+ ,2014,496190,239898031
4094,B+ ,22,816534,9812005
4095,B+ ,501,1295940,264442533
4096,B+ ,17,301,12943662
4097,B+ ,746,870672,148198633
4098,B+ ,334,718753,90588842
4099,B+ ,3077,222223,167892634
4100,B+ ,1,8012,25878252
4101,B+ ,551,1168769,271338260
4103,B+ ,87,1534384,688801590
4104,B+ ,23,1228759,711214527
4105,B+ ,466,123358,55814886
4106,B+ ,1002,457918,224920345
4107,B+ ,170,3126147,1746805127
4108,B+ ,66,963770,455333267
4110,B+ ,83,170989,50868914
4111,B+ ,244,4305,47221635
4112,B+ ,208265,383022,659944536
4113,B+ ,361,550801,210729512
4114,B+ ,28,12112,11644259
4115,B+ ,29,59022,41510056
4116,B+ ,38,1752895,488483593
4117,B+ ,1230,1348824,1420618733
4119,B+ ,76,119531,169294024
4120,B+ ,791,520065,342109457
4121,B+ ,3353,552445,424930890
4122,B+ ,41,1212624,331246696
4123,B+ ,9190,1528367,978315074
4124,B+ ,228,756945,248511595
4125,B+ ,307,503100,297184677
4126,B+ ,1333,501613,200270430
4127,B+ ,1113,939680,377855853
4128,B+ ,22,69055,12678949
4129,B+ ,786,938901,427605084
4130,B+ ,1247,105380,66411897
4131,B+ ,750,620356,444201674
4132,B+ ,308,1622049,533090561
4133,B+ ,383,198902,193514701
4135,B+ ,30,82369,13368369
4136,B+ ,329,904264,369585993
4137,B+ ,4869,1158868,923484591
4138,B+ ,188,1283134,578901595
4140,B+ ,4624,774624,380897493
4141,B+ ,150,6902278,812042268
4142,B+ ,516,2258362,168116737
4143,B+ ,441,189307,83767386
4144,B+ ,13808,564469,185519759
4145,B+ ,627,808519,427759679
4146,B+ ,1223,11388,38950531
4147,B+ ,24,1143905,144946358
4148,B+ ,1349,6989132,2141067728
4149,B+ ,338,285141,130379353
4150,B+ ,1235,97692,63631074
4151,B+ ,563,749462,203572706
4153,B+ ,107,847662,1200373533
4154,B+ ,43,342222,28109205
4155,B+ ,19,1428702,1414779306
4156,B+ ,619,1597514,590984374
4157,B+ ,57325,1098981,1505436631
4158,B+ ,209,340905,78259240
4159,B+ ,47,232437,58991136
4162,B+ ,293,1405156,538897147
4163,B+ ,128,14796,131089309
4164,B+ ,271,179279,55746729
4165,B+ ,230,689916,151937725
4166,B+ ,224,563290,234898910
4167,B+ ,9,132645,54254556
4168,B+ ,822,196195,59516757
4169,B+ ,106,610870,379846251
4170,B+ ,2472,391075,240498843
4171,B+ ,153,1026691,401990132
4172,B+ ,14680,1229310,541286065
4173,B+ ,3948,277041,316994913
4174,B+ ,107,1424204,1019211373
4175,B+ ,980,341926,135602583
4177,B+ ,98,1159378,836343309
4178,B+ ,21,176315,40576699
4179,B+ ,155,1098959,289204610
4180,B+ ,18,194626,51357530
4181,B+ ,203,144394,185471840
4182,B+ ,835,600768,635027085
4183,B+ ,13,5318,21402552
4184,B+ ,631,1457404,265399330
4187,B+ ,39,500677,130346801
4188,B+ ,92,1531645,920454511
4189,B+ ,3568,1011362,549771033
4190,B+ ,68,48700,11359488
4191,B+ ,110,770569,242968335
4192,B+ ,6147,775473,589905435
4193,B+ ,342,85014,115544021
4194,B+ ,49,3511,54606430
4195,B+ ,1435,1868951,468362308
4196,B+ ,753,982257,263354350
4197,B+ ,571,1586148,1174568015
4198,B+ ,2719,219749,71044404
4199,B+ ,85,6106,74837048
4200,B+ ,496,332655,198438293
4201,B+ ,396,900880,387543524
4202,B+ ,48,1288631,165046156
4203,B+ ,92,734279,257972852
4205,B+ ,211,526778,314002396
4206,B+ ,207,2982012,295539024
4207,B+ ,859,481252,178853714
4208,B+ ,760,417453,546091172
4209,B+ ,673,628716,456380142
4210,B+ ,15197,2169754,1175612603
4212,B+ ,94,2118571,451054518
4213,B+ ,192,466893,616730422
4214,B+ ,162,7549,12639641
4215,B+ ,141,412635,143254987
4216,B+ ,5104,602507,186271408
4217,B+ ,295,470493,152636933
4218,B+ ,394,40472,12757906
4220,B+ ,2741,608436,389986083
4221,B+ ,233,198843,73882238
4222,B+ ,530,286277,80213009
4223,B+ ,309,2205086,374284451
4224,B+ ,752,504510,275562500
4225,B+ ,3809,556797,262283864
4226,B+ ,25,155009,32901297
4227,B+ ,641,486101,240672308
4228,B+ ,418,1927186,456707483
4229,B+ ,235,2550003,1781228597
4230,B+ ,3416,3028665,787438630
4231,B+ ,1137,2459727,470240910
4232,B+ ,172,2196209,1043551240
4233,B+ ,524,634881,211001126
4234,B+ ,188,89375,21985070
4235,B+ ,47,796765,55317768
4236,B+ ,692,600035,126016904
4237,B+ ,1575,485648,116342873
4238,B+ ,612,10580428,2489858520
4239,B+ ,5129,1711245,987592904
4241,B+ ,218,858511,500876539
4242,B+ ,6288,467429,238038023
4243,B+ ,664,2042363,274055161
4244,B+ ,270,754350,600664637
4245,B+ ,357,756108,152102565
4247,B+ ,3428,2542338,816442362
4248,B+ ,1164,2191461,710941574
4249,B+ ,39806,791256,433142229
4250,B+ ,225,677648,468894884
4251,B+ ,151,1323802,319494671
4253,B+ ,3379,621382,282831607
4254,B+ ,512,938902,207605415
4255,B+ ,3256,451579,168275435
4256,B+ ,669,39830,12257194
4257,B+ ,1421,1734164,668145625
4258,B+ ,891,1299858,915974090
4259,B+ ,651,861408,375050153
4260,B+ ,1714,619058,236221884
4261,B+ ,148,406223,67295082
4262,B+ ,87,231927,70171553
4264,B+ ,570,96567,143312495
4265,B+ ,132,3645466,214554593
4266,B+ ,37,2412648,1825819278
4267,B+ ,134,1123700,142478562
4268,B+ ,2110,83948,26071780
4269,B+ ,83,2440827,648809297
4270,B+ ,108,545169,133365510
4271,B+ ,157,1161097,161942267
4272,B+ ,1004,378010,547831643
4273,B+ ,40,62613,29740400
4274,B+ ,1305,397952,195378522
4275,B+ ,413,1565194,615383060
4276,B+ ,513,340574,84482640
4277,B+ ,25,176944,95533649
4278,B+ ,19030,1734370,778900041
4279,B+ ,502,1003365,835018992
4280,B+ ,317,2908845,417032049
4281,B+ ,114,337855,216657605
4282,B+ ,23,634190,126807123
4284,B+ ,190,1357631,382177944
4285,B+ ,195,1294410,185991343
4286,B+ ,2563,1163116,165459402
4287,B+ ,293,1155382,186262503
4288,B+ ,2295,1430452,1095337363
4289,B+ ,40,1203537,341197194
4290,B+ ,246,103478,49046931
4291,B+ ,6060,7712494,2616145057
4292,B+ ,91,1901081,133729044
4293,B+ ,82,336638,85689875
4294,B+ ,232,1285844,246460563
4295,B+ ,47,3199452,233499670
4296,B+ ,426,178470,59930828
4297,B+ ,604,477240,348130387
4298,B+ ,453,1940035,267450664
4299,B+ ,2456,1729885,408148702
4300,B+ ,154,1978183,503637145
4301,B+ ,288,541876,189848367
4302,B+ ,1461,1032380,559314261
4303,B+ ,516,783456,136192778
4304,B+ ,2442,9723676,1852463966
4305,B+ ,183,250852,48272739
4306,B+ ,523,2969212,564359701
4307,B+ ,22312,2032501,2188931850
4308,B+ ,487,4254998,1077452252
4309,B+ ,51,10847617,3352830806
4310,B+ ,699,465232,280068762
4311,B+ ,87,1229857,392738625
4312,B+ ,373,267466,218563753
4313,B+ ,984,659909,337127108
4314,B+ ,13148,491590,190848806
4315,B+ ,260,557813,273406816
4316,B+ ,814,545971,165109493
4317,B+ ,5518,40931,52306718
4318,B+ ,8933,337839,212286579
4319,B+ ,610,714014,499503270
4320,B+ ,433,1350477,269945369
4321,B+ ,260,3072715,1236545036
4322,B+ ,245,386377,100273824
4323,B+ ,1390,1860291,776209979
4324,B+ ,5403,1035084,474450626
4325,B+ ,4367,359222,266795161
4326,B+ ,159,1744620,1118463212
4327,B+ ,258,38957,40694978
4328,B+ ,91,935162,234207403
4330,B+ ,473,307650,522829103
4331,B+ ,1563,841673,168398860
4332,B+ ,2807,354600,203379615
4334,B+ ,104,351108,87868473
4335,B+ ,295,4597616,220684745
4336,B+ ,130,1220134,175906336
4337,B+ ,448,1663462,463159205
4338,B+ ,513,1419008,406531365
4339,B+ ,298,1896907,1243275274
4340,B+ ,3306,621315,399884495
4341,B+ ,157,1458071,454883738
4342,B+ ,1209,734560,246185449
4343,B+ ,1236,3800626,890696929
